date,close_mean,close_sd,open_mean,open_sd,high_mean,high_sd,low_mean,low_sd,close_lr_open_lr_cov,close_lr_high_lr_cov,close_lr_low_lr_cov,open_lr_high_lr_cov,open_lr_low_lr_cov,high_lr_low_lr_cov,change_oi,avg_atmError,ts_atr,prevOp,ttm,atmError,strike,spot,opPrice,percentage,yield03,Target
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,83.24324324324324,0.9724207264957264,1.0092356544545378,0.00879059829059829,9.0,1.0011282051282049,11700.0,11713.2,123.65,1.0568376068376069,6.18,10
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,3050.0,0.944176141078838,1.0092356544545378,0.0035103734439834024,23.0,0.9720497925311204,12050.0,11713.2,54.5,0.4522821576763486,6.18,4
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,42.33576642335766,0.9682827659574468,1.0092356544545378,0.012808510638297872,23.0,0.9968680851063828,11750.0,11713.2,181.5,1.54468085106383,6.18,15
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,-2.531174390470873,0.9980107456140348,1.0092356544545378,0.03254824561403509,23.0,1.0274736842105263,11400.0,11713.2,431.2,3.782456140350877,6.18,37
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,1.3937282229965158,0.993652620087336,1.0092356544545378,0.029131004366812232,23.0,1.0229868995633191,11450.0,11713.2,394.95,3.4493449781659384,6.18,34
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,3.9225372986859006,0.9893323913043476,1.0092356544545378,0.026013043478260868,23.0,1.0185391304347826,11500.0,11713.2,344.15,2.992608695652174,6.18,29
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,7200.0,0.9980107456140348,1.0092356544545378,0.02323684210526316,9.0,1.0274736842105263,11400.0,11713.2,333.05,2.921491228070176,6.18,29
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,22.4,0.9601116033755271,1.0092356544545378,0.008991561181434599,23.0,0.9884556962025316,11850.0,11713.2,128.45,1.0839662447257383,6.18,10
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,38.35616438356164,0.9893323913043476,1.0092356544545378,0.0184,9.0,1.0185391304347826,11500.0,11713.2,263.05,2.2873913043478264,6.18,22
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,16.9811320754717,0.9481102083333331,1.0092356544545378,0.0036000000000000008,16.0,0.9761,12000.0,11713.2,44.15,0.36791666666666667,6.18,3
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,41.07142857142857,0.9520771966527196,1.0092356544545378,0.0060585774058577405,23.0,0.98018410041841,11950.0,11713.2,86.65,0.7251046025104603,6.18,7
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,-5.833568937894637,0.9560775210084032,1.0092356544545378,0.007222689075630251,23.0,0.9843025210084034,11900.0,11713.2,103.15,0.8668067226890755,6.18,8
2019-04-02,0.003366457821660668,0.005812894699168957,0.003949617186052771,0.007233759993670819,0.003403300986215902,0.006040415774511004,0.003931012065959425,0.006040756967178007,0.0033166247903554,0.005356304696336832,0.004905099387372288,0.00499799959983992,0.006102458520956943,0.005328226721902888,6.77778461159973,0.9641798728813558,1.0092356544545378,0.010673728813559323,23.0,0.9926440677966102,11800.0,11713.2,152.65,1.2936440677966101,6.18,12
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,49.81132075471698,0.9548240585774058,1.0094738423645404,0.007251046025104603,22.0,0.9743891213389122,11950.0,11643.95,66.75,0.5585774058577406,6.22,5
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,33.75768217734855,0.9588359243697478,1.0094738423645404,0.008668067226890756,22.0,0.9784831932773108,11900.0,11643.95,83.7,0.7033613445378151,6.22,7
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,6.25,1.0142353333333332,1.0094738423645404,0.04799111111111111,22.0,1.0350177777777778,11250.0,11643.95,514.0,4.568888888888889,6.22,45
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,8.87319770886826,0.9669616525423728,1.0094738423645404,0.012936440677966102,22.0,0.9867754237288135,11800.0,11643.95,126.7,1.073728813559322,6.22,10
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,35.43543543543544,0.9628816455696202,1.0094738423645404,0.010839662447257384,22.0,0.9826118143459917,11850.0,11643.95,106.35,0.8974683544303798,6.22,8
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-37.80877651845394,0.9836334051724136,1.0094738423645404,0.023767241379310345,22.0,1.0037887931034484,11600.0,11643.95,238.25,2.0538793103448283,6.22,20
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,83.47529812606473,0.9710763829787232,1.0094738423645404,0.015446808510638297,22.0,0.9909744680851064,11750.0,11643.95,152.25,1.2957446808510638,6.22,12
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,29.870129870129876,0.9794118025751072,1.0094738423645404,0.021124463519313304,22.0,0.999480686695279,11650.0,11643.95,207.55,1.7815450643776825,6.22,17
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-2.2847471969536706,1.0008901315789474,1.0094738423645404,0.03782456140350877,22.0,1.0213991228070176,11400.0,11643.95,383.95,3.367982456140352,6.22,33
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,2.7027027027027017,1.0052993392070484,1.0094738423645404,0.03568281938325992,22.0,1.0258986784140969,11350.0,11643.95,440.0,3.8766519823788546,6.22,38
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,12.048192771084338,0.9469002074688796,1.0094738423645404,0.004522821576763486,22.0,0.9663029045643154,12050.0,11643.95,41.7,0.34605809128630705,6.22,3
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,1.833158362270856,0.9752262820512819,1.0094738423645404,0.017944444444444443,22.0,0.9952094017094018,11700.0,11643.95,178.8,1.5282051282051283,6.22,15
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-7.392996108949418,0.9878915584415584,1.0094738423645404,0.02748917748917749,22.0,1.0081341991341992,11550.0,11643.95,272.8,2.361904761904762,6.22,23
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-3.397341211225997,1.018763169642857,1.0094738423645404,0.047142857142857146,22.0,1.0396383928571429,11200.0,11643.95,559.9,4.999107142857143,6.22,49
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-2.4261961316593146,1.0097475663716813,1.0094738423645404,0.04531858407079646,22.0,1.0304380530973452,11300.0,11643.95,468.05,4.142035398230089,6.22,41
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,4.724032196243772,0.9429873966942148,1.0094738423645404,0.003421487603305785,22.0,0.962309917355372,12100.0,11643.95,31.7,0.2619834710743801,6.22,2
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-0.1651436749972476,0.9921867391304348,1.0094738423645404,0.029926086956521738,22.0,1.012517391304348,11500.0,11643.95,312.05,2.7134782608695653,6.22,27
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,-4.0,0.9921867391304348,1.0094738423645404,0.021739130434782608,29.0,1.012517391304348,11500.0,11643.95,440.0,3.826086956521739,6.22,38
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,600.0,1.018763169642857,1.0094738423645404,0.017209821428571432,8.0,1.0396383928571429,11200.0,11643.95,474.1,4.233035714285714,6.22,42
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,111.57752200406229,0.9752262820512819,1.0094738423645404,0.01056837606837607,8.0,0.9952094017094018,11700.0,11643.95,90.9,0.7769230769230769,6.22,7
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,201.42857142857144,0.9710763829787232,1.0094738423645404,0.008438297872340426,8.0,0.9909744680851064,11750.0,11643.95,69.05,0.5876595744680851,6.22,5
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,104.12566237698714,0.9669616525423728,1.0094738423645404,0.0064110169491525424,8.0,0.9867754237288135,11800.0,11643.95,49.7,0.4211864406779661,6.22,4
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,253.57142857142856,0.9628816455696202,1.0094738423645404,0.004654008438818565,8.0,0.9826118143459917,11850.0,11643.95,35.55,0.3,6.22,2
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,0.9406401489614434,0.950845625,1.0094738423645404,0.0056625,22.0,0.9703291666666668,12000.0,11643.95,53.55,0.4462499999999999,6.22,4
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,0.0,0.9965194323144104,1.0094738423645404,0.03449344978165938,22.0,1.0169388646288209,11450.0,11643.95,347.25,3.032751091703057,6.22,30
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,49.587706146926536,0.9588359243697478,1.0094738423645404,0.0033823529411764705,8.0,0.9784831932773108,11900.0,11643.95,24.6,0.20672268907563027,6.22,2
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,929.4117647058824,0.9548240585774058,1.0094738423645404,0.002179916317991632,8.0,0.9743891213389122,11950.0,11643.95,17.7,0.14811715481171547,6.22,1
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,233.3333333333333,0.9469002074688796,1.0094738423645404,0.0014107883817427384,8.0,0.9663029045643154,12050.0,11643.95,7.75,0.06431535269709543,6.22,0
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,111.34078212290504,0.950845625,1.0094738423645404,0.0017916666666666669,8.0,0.9703291666666668,12000.0,11643.95,12.15,0.10125,6.22,1
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,757.5539568345323,0.9429873966942148,1.0094738423645404,0.0008677685950413223,8.0,0.962309917355372,12100.0,11643.95,5.8,0.047933884297520664,6.22,0
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,269.5652173913044,0.9921867391304348,1.0094738423645404,0.022873913043478262,8.0,1.012517391304348,11500.0,11643.95,214.85,1.8682608695652168,6.22,18
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,153.0,0.9794118025751072,1.0094738423645404,0.013150214592274678,8.0,0.999480686695279,11650.0,11643.95,117.35,1.0072961373390559,6.22,10
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,0.0,1.0097475663716813,1.0094738423645404,0.03672566371681416,8.0,1.0304380530973452,11300.0,11643.95,380.0,3.3628318584070795,6.22,33
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,7.894736842105262,1.0008901315789474,1.0094738423645404,0.029214912280701763,8.0,1.0213991228070176,11400.0,11643.95,297.45,2.6092105263157888,6.22,26
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,27.71739130434783,0.950845625,1.0094738423645404,0.0036791666666666665,15.0,0.9703291666666668,12000.0,11643.95,33.75,0.28125,6.22,2
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,4000.0,0.9669616525423728,1.0094738423645404,0.009597457627118644,15.0,0.9867754237288135,11800.0,11643.95,90.2,0.7644067796610169,6.22,7
2019-04-03,0.002741307762542795,0.006131594738295989,0.003286819880448988,0.006789064849426778,0.003223475883911937,0.00600788821500335,0.0029328502703507412,0.005384235510895567,0.003165438358268883,0.005343220002957018,0.004978955713801841,0.0048290785870598535,0.0054451813560247924,0.005149757275833493,76.08695652173914,0.9878915584415584,1.0094738423645404,0.016675324675324676,8.0,1.0081341991341992,11550.0,11643.95,179.15,1.551082251082251,6.22,15
